post_id,human_is_exercise,human_time,human_calories,duration_estimation,calorie_estimation,openai_is_exercise,openai_exercise_time,openai_exercise_calories,aoai_is_exercise,aoai_exercise_time,aoai_exercise_calories,bedrock_is_exercise,bedrock_exercise_time,bedrock_exercise_calories
1385429402076078,TRUE,,274,TRUE,,TRUE,60,274,TRUE,60,274,TRUE,70,274
1385455945406757,TRUE,180,,,TRUE,TRUE,180,256,TRUE,180,256,TRUE,180,256
1385735525378799,TRUE,,801,TRUE,,TRUE,120,801,TRUE,60,801,TRUE,65,801
1385936865358665,TRUE,,254,TRUE,,TRUE,60,254,TRUE,60,300,TRUE,80,454
1386004612018557,TRUE,128,651,,,TRUE,128,2084,TRUE,128,651,TRUE,128,651
1386032868682398,TRUE,,202,TRUE,,TRUE,45,202,,,,TRUE,65,202
1386449818640703,TRUE,171,926,,,TRUE,90,926,TRUE,90,926,TRUE,171,926
1386576275294724,TRUE,63,482,,,TRUE,63,482,TRUE,63,482,TRUE,145,482
1386633428622342,TRUE,,215,TRUE,,TRUE,60,215,TRUE,60,215,TRUE,70,215
1386645391954479,TRUE,,452,TRUE,,TRUE,90,452,TRUE,60,452,TRUE,105,452
1387018361917182,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1387108495241502,TRUE,210,,,TRUE,TRUE,210,900,TRUE,210,1050,TRUE,210,945
1387178548567830,TRUE,223,1745,,,TRUE,223,1745,TRUE,223,1745,TRUE,224,1745
1387188205233531,TRUE,35,252,,,TRUE,35,252,TRUE,34,252,TRUE,35,252
1387257578559927,TRUE,87,385,,,TRUE,87,1937,TRUE,87,385,TRUE,87,385
1387291095223242,TRUE,,486,TRUE,,TRUE,60,486,TRUE,60,486,TRUE,60,486
1387614558524229,TRUE,42,,,TRUE,TRUE,42,600,TRUE,42,600,TRUE,42,520
1387794501839568,TRUE,136,660,,,TRUE,136,1955,TRUE,136,660,TRUE,136,1955
1387810075171344,TRUE,118,675,,,TRUE,118,675,TRUE,118,675,TRUE,118,675
1387816961837322,TRUE,202,551,,,TRUE,202,551,TRUE,202,551,TRUE,202,551
1387837685168583,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1387843251834693,TRUE,,256,TRUE,,TRUE,30,256,TRUE,60,256,TRUE,70,256
1387866975165654,TRUE,80,,,TRUE,TRUE,80,400,TRUE,80,600,TRUE,80,450
1387868828498802,TRUE,90,497,,,TRUE,90,497,TRUE,90,497,TRUE,150,697
1388182485134103,TRUE,30,,,TRUE,TRUE,30,250,TRUE,30,300,TRUE,30,250
1388379618447723,TRUE,,114,TRUE,,TRUE,30,114,TRUE,30,114,TRUE,35,214
1388381015114250,TRUE,101,637,,,TRUE,101,637,TRUE,101,637,TRUE,69,637
1388390015113350,TRUE,,233,TRUE,,TRUE,75,233,TRUE,60,233,TRUE,90,190
1388414275110924,TRUE,,318,TRUE,,TRUE,60,318,TRUE,60,318,TRUE,85,318
1388422248443460,TRUE,,,TRUE,TRUE,TRUE,129,527,TRUE,129,527,TRUE,129,576
1388905495061802,TRUE,147,748,,,TRUE,147,748,TRUE,147,748,TRUE,147,2058
1388921998393485,TRUE,,476,TRUE,,TRUE,120,476,TRUE,90,476,TRUE,153,476
1388948638390821,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,350,TRUE,42,320
1388960268389658,TRUE,,309,TRUE,,TRUE,60,1480,TRUE,60,309,TRUE,97,190
1388970108388674,TRUE,,268,TRUE,,TRUE,60,268,TRUE,30,268,TRUE,70,268
1388972751721743,TRUE,145,588,,,TRUE,145,588,TRUE,145,588,TRUE,145,588
1389463335006018,TRUE,171,917,,,TRUE,90,917,TRUE,171,917,TRUE,171,2170
1389485948337090,TRUE,,262,TRUE,,TRUE,30,262,TRUE,30,262,TRUE,65,382
1389537888331896,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,150,TRUE,157,470
1389544398331245,TRUE,,272,TRUE,,TRUE,90,272,,,,TRUE,90,190
1389792564973095,TRUE,60,,,TRUE,TRUE,60,500,TRUE,60,500,TRUE,120,750
1390076541611364,TRUE,172,824,,,TRUE,172,824,TRUE,172,824,TRUE,172,2109
1390076708278014,TRUE,,,TRUE,TRUE,TRUE,15,60,TRUE,15,100,TRUE,30,150
1390088104943541,TRUE,,214,TRUE,,TRUE,60,214,TRUE,45,214,TRUE,55,214
1390112758274409,TRUE,,527,TRUE,,TRUE,60,527,TRUE,60,527,TRUE,120,527
1390618934890458,TRUE,,620,TRUE,,TRUE,60,620,TRUE,50,620,TRUE,140,720
1390624204889931,TRUE,151,823,,,TRUE,151,823,TRUE,151,823,TRUE,151,2155
1390658628219822,TRUE,,415,TRUE,,TRUE,90,415,TRUE,60,415,TRUE,90,415
1390683864883965,TRUE,276,1073,,,TRUE,97,374,TRUE,97,374,TRUE,276,1073
1390860454866306,TRUE,,520,TRUE,,TRUE,60,520,TRUE,60,520,TRUE,104,520
1391015964850755,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,400,TRUE,60,400
1391022028183482,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1391146518171033,TRUE,179,818,,,TRUE,179,2030,TRUE,90,2030,TRUE,179,818
1391165588169126,TRUE,86,265,,,TRUE,86,265,TRUE,86,265,TRUE,86,265
1391187251500293,TRUE,,506,TRUE,,TRUE,70,506,TRUE,90,506,TRUE,120,606
1391249391494079,TRUE,,491,TRUE,,TRUE,60,491,TRUE,60,491,TRUE,120,491
1391792474773104,TRUE,,55,TRUE,,TRUE,15,55,TRUE,10,55,TRUE,15,55
1391827468102938,TRUE,180,,,TRUE,TRUE,180,600,TRUE,180,600,TRUE,180,900
1391861738099511,TRUE,,339,TRUE,,TRUE,60,339,TRUE,90,339,TRUE,90,339
1391877754764576,TRUE,42,,,TRUE,TRUE,42,600,TRUE,42,350,TRUE,42,450
1392313051387713,TRUE,208,1186,,,TRUE,208,2451,TRUE,208,2451,TRUE,208,1186
1392318598053825,TRUE,,512,TRUE,,TRUE,90,512,TRUE,60,512,TRUE,120,612
1392400974712254,TRUE,60,,,TRUE,TRUE,100,400,TRUE,120,400,TRUE,100,400
1392403498045335,TRUE,30,,,TRUE,TRUE,30,250,TRUE,30,200,TRUE,30,250
1392409704711381,TRUE,172,681,,,TRUE,172,2113,TRUE,172,2113,TRUE,172,681
1392823348003350,TRUE,,359,TRUE,,TRUE,60,359,TRUE,60,359,TRUE,98,359
1392897811329237,TRUE,,125,TRUE,,TRUE,30,125,TRUE,30,125,TRUE,30,125
1392899934662358,TRUE,147,800,,,TRUE,147,2139,TRUE,147,800,TRUE,147,2139
1392951777990507,FALSE,,,,,TRUE,30,150,TRUE,30,150,TRUE,20,100
1393129217972763,TRUE,,309,TRUE,,TRUE,60,309,TRUE,60,309,TRUE,100,309
1393174184634933,TRUE,,624,TRUE,,TRUE,120,624,TRUE,120,624,TRUE,145,624
1393395294612822,TRUE,42,,,TRUE,TRUE,42,400,TRUE,42,500,TRUE,42,450
1393518841267134,TRUE,209,815,,,TRUE,209,815,TRUE,209,815,TRUE,209,815
1393593984592953,TRUE,,256,TRUE,,TRUE,60,256,TRUE,60,256,TRUE,70,256
1393692621249756,TRUE,,,,,TRUE,50,200,TRUE,50,250,TRUE,52,155
1393802794572072,TRUE,,552,TRUE,,TRUE,60,552,TRUE,60,552,TRUE,115,552
1393999927885692,TRUE,97,537,,,TRUE,97,1765,TRUE,97,1765,TRUE,97,1765
1394073467878338,TRUE,,,TRUE,TRUE,TRUE,10,120,TRUE,10,120,TRUE,15,146
1394089054543446,TRUE,,533,TRUE,,TRUE,90,533,TRUE,90,533,TRUE,120,533
1394133407872344,TRUE,,806,TRUE,,TRUE,150,806,TRUE,120,806,TRUE,180,806
1394597421159276,TRUE,,673,TRUE,,TRUE,120,673,TRUE,120,673,TRUE,150,673
1394625637823121,TRUE,136,741,,,TRUE,136,741,TRUE,136,2084,TRUE,136,2084
1394939301125088,FALSE,,,,,FALSE,0,0,TRUE,10,100,FALSE,0,0
1395168147768870,TRUE,,593,TRUE,,TRUE,120,593,TRUE,120,593,TRUE,120,593
1395177757767909,TRUE,240,,,TRUE,TRUE,240,900,TRUE,240,800,TRUE,240,800
1395699244382427,TRUE,102,449,,,FALSE,0,0,TRUE,102,449,TRUE,102,449
1395717671047251,TRUE,180,,,TRUE,TRUE,180,600,TRUE,180,600,TRUE,180,900
1395719984380353,TRUE,,702,TRUE,,TRUE,120,702,TRUE,120,702,TRUE,155,702
1395806047705080,TRUE,,,TRUE,TRUE,TRUE,60,450,TRUE,30,400,TRUE,90,350
1396077257677959,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,320
1396487407636944,TRUE,,,TRUE,TRUE,TRUE,100,400,TRUE,100,400,TRUE,100,350
1396505027635182,TRUE,,743,TRUE,,TRUE,120,743,TRUE,120,743,TRUE,180,743
1396615454290806,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,350,TRUE,42,450
1396814754270876,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,800,TRUE,120,600
1396814970937521,TRUE,76,513,,,TRUE,76,513,TRUE,76,513,TRUE,91,613
1396844944267857,TRUE,122,494,,,TRUE,122,494,TRUE,122,494,TRUE,122,494
1397150247570660,TRUE,42,,,TRUE,TRUE,42,400,TRUE,42,350,TRUE,42,520
1397299047555780,TRUE,218,1227,,,TRUE,218,2360,TRUE,218,2360,TRUE,218,1227
1397304904221861,TRUE,,432,TRUE,,TRUE,100,432,TRUE,90,432,TRUE,120,432
1397379447547740,TRUE,,657,TRUE,,TRUE,120,657,TRUE,60,657,TRUE,163,657
1397560754196276,TRUE,76,453,,,TRUE,75,453,TRUE,76,453,TRUE,85,503
1397884347497250,TRUE,57,442,,,TRUE,57,442,TRUE,57,442,TRUE,57,442
1397904207495264,TRUE,116,467,,,TRUE,116,1880,TRUE,116,467,TRUE,116,467
1398146607471024,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,200,FALSE,0,0
1398424750776543,TRUE,83,459,,,TRUE,83,459,TRUE,83,459,TRUE,98,559
1398772180741800,TRUE,42,,,TRUE,TRUE,42,450,TRUE,42,350,TRUE,42,450
1398935577392127,TRUE,140,743,,,TRUE,140,743,TRUE,140,743,TRUE,140,743
1398938774058474,TRUE,71,412,,,TRUE,71,412,TRUE,71,412,TRUE,86,492
1399313660687652,TRUE,35,,,TRUE,TRUE,35,400,TRUE,35,500,TRUE,35,450
1399491654003186,TRUE,57,405,,,TRUE,56,405,TRUE,57,405,TRUE,65,455
1399749677310717,TRUE,,,TRUE,TRUE,TRUE,90,600,TRUE,90,600,TRUE,120,650
1399861437299541,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,315
1399863703965981,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,30,250,TRUE,45,250
1400965743855777,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1401165500502468,TRUE,,311,TRUE,,TRUE,60,311,TRUE,45,311,TRUE,75,311
1401423730476645,TRUE,102,426,,,TRUE,52,259,TRUE,102,426,TRUE,85,259
1401654400453578,TRUE,,531,TRUE,,TRUE,59,531,TRUE,59,531,TRUE,58,531
1401673630451655,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,400,TRUE,100,400
1401713347114350,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1401740263778325,TRUE,,373,TRUE,,TRUE,60,373,TRUE,60,373,TRUE,102,373
1402015087084176,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,300,TRUE,60,300
